Steel type,Tempering time (s),Tempering temperature (ºC),C (%wt),Mn (%wt),P (%wt),S (%wt),Si (%wt),Ni (%wt),Cr (%wt),Mo (%wt),V (%wt),Al (%wt),Cu (%wt),Final hardness (HRC) - post tempering
AISI-SAE 1065,3600.0,426.7,0.65,0.87,0.04,0.042,0.19,0.0,0.0,0.0,0.0,0.0,0.0,45.0
AISI-SAE 1065,3600.0,482.2,0.65,0.87,0.04,0.042,0.19,0.0,0.0,0.0,0.0,0.0,0.0,41.5
AISI-SAE 1065,3600.0,537.8,0.65,0.87,0.04,0.042,0.19,0.0,0.0,0.0,0.0,0.0,0.0,36.5
AISI-SAE 1065,3600.0,593.3,0.65,0.87,0.04,0.042,0.19,0.0,0.0,0.0,0.0,0.0,0.0,31.2
AISI-SAE 1065,3600.0,648.9,0.65,0.87,0.04,0.042,0.19,0.0,0.0,0.0,0.0,0.0,0.0,25.8
AISI-SAE 1080,600.0,204.4,0.82,0.75,0.054,0.055,0.3,0.0,0.0,0.0,0.0,0.0,0.0,62.7
AISI-SAE 1080,600.0,315.6,0.82,0.75,0.054,0.055,0.3,0.0,0.0,0.0,0.0,0.0,0.0,57.6
AISI-SAE 1080,600.0,426.7,0.82,0.75,0.054,0.055,0.3,0.0,0.0,0.0,0.0,0.0,0.0,50.0
AISI-SAE 1080,600.0,537.8,0.82,0.75,0.054,0.055,0.3,0.0,0.0,0.0,0.0,0.0,0.0,42.0
AISI-SAE 1080,3600.0,204.4,0.82,0.75,0.054,0.055,0.3,0.0,0.0,0.0,0.0,0.0,0.0,61.3
AISI-SAE 1080,3600.0,260.0,0.82,0.75,0.054,0.055,0.3,0.0,0.0,0.0,0.0,0.0,0.0,59.5
AISI-SAE 1080,3600.0,315.6,0.82,0.75,0.054,0.055,0.3,0.0,0.0,0.0,0.0,0.0,0.0,56.7
AISI-SAE 1080,3600.0,371.1,0.82,0.75,0.054,0.055,0.3,0.0,0.0,0.0,0.0,0.0,0.0,51.0
AISI-SAE 1080,3600.0,426.7,0.82,0.75,0.054,0.055,0.3,0.0,0.0,0.0,0.0,0.0,0.0,47.0
AISI-SAE 1080,3600.0,482.2,0.82,0.75,0.054,0.055,0.3,0.0,0.0,0.0,0.0,0.0,0.0,43.2
AISI-SAE 1080,3600.0,537.8,0.82,0.75,0.054,0.055,0.3,0.0,0.0,0.0,0.0,0.0,0.0,38.8
AISI-SAE 1080,3600.0,593.3,0.82,0.75,0.054,0.055,0.3,0.0,0.0,0.0,0.0,0.0,0.0,32.5
AISI-SAE 1080,3600.0,648.9,0.82,0.75,0.054,0.055,0.3,0.0,0.0,0.0,0.0,0.0,0.0,27.0
AISI-SAE 1080,86400.0,204.4,0.82,0.75,0.054,0.055,0.3,0.0,0.0,0.0,0.0,0.0,0.0,60.0
AISI-SAE 1080,86400.0,315.6,0.82,0.75,0.054,0.055,0.3,0.0,0.0,0.0,0.0,0.0,0.0,53.5
AISI-SAE 1080,86400.0,426.7,0.82,0.75,0.054,0.055,0.3,0.0,0.0,0.0,0.0,0.0,0.0,43.8
AISI-SAE 1080,86400.0,537.8,0.82,0.75,0.054,0.055,0.3,0.0,0.0,0.0,0.0,0.0,0.0,32.0
AISI-SAE 1335,40.0,426.7,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,44.9
AISI-SAE 1335,40.0,537.8,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,38.0
AISI-SAE 1335,40.0,593.3,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,34.7
AISI-SAE 1335,40.0,648.9,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,30.9
AISI-SAE 1335,120.0,426.7,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,43.2
AISI-SAE 1335,120.0,537.8,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,36.1
AISI-SAE 1335,120.0,593.3,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,33.0
AISI-SAE 1335,120.0,648.9,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,29.6
AISI-SAE 1335,300.0,426.7,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,42.6
AISI-SAE 1335,300.0,537.8,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,34.8
AISI-SAE 1335,300.0,593.3,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,32.8
AISI-SAE 1335,300.0,648.9,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,28.1
AISI-SAE 1335,900.0,426.7,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,39.9
AISI-SAE 1335,900.0,537.8,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,33.5
AISI-SAE 1335,900.0,593.3,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,29.8
AISI-SAE 1335,900.0,648.9,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,25.5
AISI-SAE 1335,3600.0,204.4,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,51.6
AISI-SAE 1335,3600.0,260.0,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,48.6
AISI-SAE 1335,3600.0,315.6,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,46.8
AISI-SAE 1335,3600.0,371.1,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,44.4
AISI-SAE 1335,3600.0,426.7,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,39.1
AISI-SAE 1335,3600.0,482.2,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,34.3
AISI-SAE 1335,3600.0,537.8,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,30.4
AISI-SAE 1335,3600.0,593.3,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,27.1
AISI-SAE 1335,3600.0,648.9,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,21.8
AISI-SAE 1335,7200.0,204.4,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,51.2
AISI-SAE 1335,7200.0,315.6,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,46.4
AISI-SAE 1335,7200.0,426.7,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,37.9
AISI-SAE 1335,7200.0,537.8,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,28.8
AISI-SAE 1335,7200.0,648.9,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,18.5
AISI-SAE 1335,14400.0,204.4,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,50.8
AISI-SAE 1335,14400.0,315.6,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,46.3
AISI-SAE 1335,14400.0,426.7,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,37.4
AISI-SAE 1335,14400.0,537.8,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,27.7
AISI-SAE 1335,14400.0,648.9,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,16.7
AISI-SAE 1335,28800.0,204.4,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,50.5
AISI-SAE 1335,28800.0,315.6,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,46.5
AISI-SAE 1335,28800.0,426.7,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,37.3
AISI-SAE 1335,28800.0,537.8,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,26.7
AISI-SAE 1335,28800.0,648.9,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,14.8
AISI-SAE 1335,57600.0,204.4,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,50.7
AISI-SAE 1335,57600.0,315.6,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,46.7
AISI-SAE 1335,57600.0,426.7,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,36.8
AISI-SAE 1335,57600.0,537.8,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,25.5
AISI-SAE 1335,57600.0,648.9,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,13.1
AISI-SAE 1335,115200.0,204.4,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,50.3
AISI-SAE 1335,115200.0,315.6,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,46.5
AISI-SAE 1335,115200.0,426.7,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,36.4
AISI-SAE 1335,115200.0,537.8,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,24.2
AISI-SAE 1335,115200.0,648.9,0.35,1.85,0.02,0.026,0.19,0.01,0.03,0.0,0.0,0.0,0.0,12.4
AISI-SAE 2340,40.0,426.7,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,43.7
AISI-SAE 2340,40.0,537.8,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,37.0
AISI-SAE 2340,40.0,593.3,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,33.6
AISI-SAE 2340,40.0,648.9,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,30.7
AISI-SAE 2340,120.0,426.7,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,41.6
AISI-SAE 2340,120.0,537.8,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,34.7
AISI-SAE 2340,120.0,593.3,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,32.3
AISI-SAE 2340,120.0,648.9,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,27.4
AISI-SAE 2340,300.0,426.7,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,40.0
AISI-SAE 2340,300.0,537.8,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,32.8
AISI-SAE 2340,300.0,593.3,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,30.2
AISI-SAE 2340,300.0,648.9,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,26.5
AISI-SAE 2340,900.0,426.7,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,39.3
AISI-SAE 2340,900.0,537.8,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,31.6
AISI-SAE 2340,900.0,593.3,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,27.6
AISI-SAE 2340,900.0,648.9,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,24.2
AISI-SAE 2340,3600.0,204.4,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,51.9
AISI-SAE 2340,3600.0,260.0,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,49.7
AISI-SAE 2340,3600.0,315.6,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,47.0
AISI-SAE 2340,3600.0,371.1,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,42.7
AISI-SAE 2340,3600.0,426.7,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,37.5
AISI-SAE 2340,3600.0,482.2,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,33.6
AISI-SAE 2340,3600.0,537.8,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,30.2
AISI-SAE 2340,3600.0,593.3,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,25.6
AISI-SAE 2340,3600.0,648.9,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,20.5
AISI-SAE 2340,7200.0,204.4,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,52.1
AISI-SAE 2340,7200.0,315.6,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,46.1
AISI-SAE 2340,7200.0,426.7,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,36.8
AISI-SAE 2340,7200.0,537.8,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,27.6
AISI-SAE 2340,7200.0,648.9,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,18.1
AISI-SAE 2340,14400.0,204.4,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,51.7
AISI-SAE 2340,14400.0,315.6,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,45.5
AISI-SAE 2340,14400.0,426.7,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,35.7
AISI-SAE 2340,14400.0,537.8,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,26.1
AISI-SAE 2340,14400.0,648.9,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,17.1
AISI-SAE 2340,28800.0,204.4,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,51.9
AISI-SAE 2340,28800.0,315.6,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,45.2
AISI-SAE 2340,28800.0,426.7,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,35.6
AISI-SAE 2340,28800.0,537.8,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,24.9
AISI-SAE 2340,28800.0,648.9,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,16.1
AISI-SAE 2340,57600.0,204.4,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,51.7
AISI-SAE 2340,57600.0,315.6,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,44.9
AISI-SAE 2340,57600.0,426.7,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,35.4
AISI-SAE 2340,57600.0,537.8,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,24.1
AISI-SAE 2340,57600.0,648.9,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,15.0
AISI-SAE 2340,115200.0,204.4,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,51.3
AISI-SAE 2340,115200.0,315.6,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,44.4
AISI-SAE 2340,115200.0,426.7,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,34.5
AISI-SAE 2340,115200.0,537.8,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,22.9
AISI-SAE 2340,115200.0,648.9,0.37,0.68,0.014,0.021,0.21,3.41,0.05,0.0,0.0,0.0,0.0,13.7
AISI-SAE 3140,40.0,426.7,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,44.7
AISI-SAE 3140,40.0,537.8,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,38.7
AISI-SAE 3140,40.0,593.3,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,35.1
AISI-SAE 3140,40.0,648.9,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,31.7
AISI-SAE 3140,120.0,426.7,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,44.2
AISI-SAE 3140,120.0,537.8,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,37.5
AISI-SAE 3140,120.0,593.3,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,33.6
AISI-SAE 3140,120.0,648.9,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,30.0
AISI-SAE 3140,300.0,426.7,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,43.0
AISI-SAE 3140,300.0,537.8,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,35.8
AISI-SAE 3140,300.0,593.3,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,31.4
AISI-SAE 3140,300.0,648.9,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,28.7
AISI-SAE 3140,900.0,426.7,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,41.9
AISI-SAE 3140,900.0,537.8,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,34.1
AISI-SAE 3140,900.0,593.3,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,30.2
AISI-SAE 3140,900.0,648.9,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,26.4
AISI-SAE 3140,3600.0,204.4,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,52.1
AISI-SAE 3140,3600.0,260.0,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,49.5
AISI-SAE 3140,3600.0,315.6,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,47.7
AISI-SAE 3140,3600.0,371.1,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,44.9
AISI-SAE 3140,3600.0,426.7,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,40.7
AISI-SAE 3140,3600.0,482.2,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,35.8
AISI-SAE 3140,3600.0,537.8,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,31.4
AISI-SAE 3140,3600.0,593.3,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,27.8
AISI-SAE 3140,3600.0,648.9,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,24.7
AISI-SAE 3140,7200.0,204.4,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,52.0
AISI-SAE 3140,7200.0,315.6,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,46.6
AISI-SAE 3140,7200.0,426.7,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,38.8
AISI-SAE 3140,7200.0,537.8,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,29.9
AISI-SAE 3140,7200.0,648.9,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,22.1
AISI-SAE 3140,14400.0,204.4,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,51.5
AISI-SAE 3140,14400.0,315.6,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,46.9
AISI-SAE 3140,14400.0,426.7,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,38.5
AISI-SAE 3140,14400.0,537.8,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,28.4
AISI-SAE 3140,14400.0,648.9,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,20.7
AISI-SAE 3140,28800.0,204.4,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,50.5
AISI-SAE 3140,28800.0,315.6,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,46.2
AISI-SAE 3140,28800.0,426.7,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,37.5
AISI-SAE 3140,28800.0,537.8,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,27.4
AISI-SAE 3140,28800.0,648.9,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,18.7
AISI-SAE 3140,57600.0,204.4,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,50.4
AISI-SAE 3140,57600.0,315.6,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,46.5
AISI-SAE 3140,57600.0,426.7,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,37.2
AISI-SAE 3140,57600.0,537.8,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,26.4
AISI-SAE 3140,57600.0,648.9,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,16.1
AISI-SAE 3140,115200.0,204.4,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,50.7
AISI-SAE 3140,115200.0,315.6,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,46.3
AISI-SAE 3140,115200.0,426.7,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,36.3
AISI-SAE 3140,115200.0,537.8,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,25.2
AISI-SAE 3140,115200.0,648.9,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,14.6
AISI-SAE 4027,600.0,204.4,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,50.3
AISI-SAE 4027,600.0,260.0,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,46.4
AISI-SAE 4027,600.0,315.6,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,43.0
AISI-SAE 4027,600.0,371.1,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,40.7
AISI-SAE 4027,600.0,426.7,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,38.0
AISI-SAE 4027,600.0,482.2,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,34.8
AISI-SAE 4027,600.0,537.8,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,31.5
AISI-SAE 4027,600.0,593.3,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,28.6
AISI-SAE 4027,600.0,648.9,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,25.0
AISI-SAE 4027,600.0,704.4,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,20.5
AISI-SAE 4027,3600.0,204.4,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,49.0
AISI-SAE 4027,3600.0,260.0,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,45.5
AISI-SAE 4027,3600.0,315.6,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,42.5
AISI-SAE 4027,3600.0,371.1,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,39.7
AISI-SAE 4027,3600.0,426.7,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,35.9
AISI-SAE 4027,3600.0,482.2,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,32.5
AISI-SAE 4027,3600.0,537.8,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,29.7
AISI-SAE 4027,3600.0,593.3,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,27.0
AISI-SAE 4027,3600.0,648.9,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,22.0
AISI-SAE 4027,3600.0,704.4,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,15.5
AISI-SAE 4027,14400.0,204.4,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,47.4
AISI-SAE 4027,14400.0,260.0,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,45.0
AISI-SAE 4027,14400.0,315.6,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,41.5
AISI-SAE 4027,14400.0,371.1,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,38.7
AISI-SAE 4027,14400.0,426.7,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,35.0
AISI-SAE 4027,14400.0,482.2,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,32.0
AISI-SAE 4027,14400.0,537.8,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,29.1
AISI-SAE 4027,14400.0,593.3,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,25.0
AISI-SAE 4027,14400.0,648.9,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,19.0
AISI-SAE 4027,14400.0,704.4,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,12.0
AISI-SAE 4027,86400.0,204.4,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,46.0
AISI-SAE 4027,86400.0,260.0,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,44.2
AISI-SAE 4027,86400.0,315.6,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,40.7
