Steel type,Tempering time (s),Tempering temperature (ºC),C (%wt),Mn (%wt),P (%wt),S (%wt),Si (%wt),Ni (%wt),Cr (%wt),Mo (%wt),V (%wt),Al (%wt),Cu (%wt),Final hardness (HRC) - post tempering
AISI-SAE 4140,57600.0,537.8,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,34.7
AISI-SAE 4140,57600.0,648.9,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,23.3
AISI-SAE 4140,86400.0,100.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,58.5
AISI-SAE 4140,86400.0,150.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,51.4
AISI-SAE 4140,86400.0,200.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,50.4
AISI-SAE 4140,86400.0,250.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,49.7
AISI-SAE 4140,86400.0,300.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,44.6
AISI-SAE 4140,86400.0,400.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,40.9
AISI-SAE 4140,86400.0,600.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,28.1
AISI-SAE 4140,86400.0,700.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,15.9
AISI-SAE 4140,115200.0,204.4,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,52.6
AISI-SAE 4140,115200.0,315.6,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,49.1
AISI-SAE 4140,115200.0,426.7,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,42.7
AISI-SAE 4140,115200.0,537.8,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,34.1
AISI-SAE 4140,115200.0,648.9,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,21.2
AISI-SAE 4340,10.0,100.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,56.9
AISI-SAE 4340,10.0,150.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,55.4
AISI-SAE 4340,10.0,200.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,55.8
AISI-SAE 4340,10.0,250.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,54.9
AISI-SAE 4340,10.0,300.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,53.9
AISI-SAE 4340,10.0,400.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,54.4
AISI-SAE 4340,10.0,500.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,45.2
AISI-SAE 4340,10.0,600.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,44.1
AISI-SAE 4340,10.0,700.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,35.1
AISI-SAE 4340,40.0,426.7,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,49.0
AISI-SAE 4340,40.0,537.8,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,44.0
AISI-SAE 4340,40.0,593.3,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,40.9
AISI-SAE 4340,40.0,648.9,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,38.6
AISI-SAE 4340,90.0,100.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,55.9
AISI-SAE 4340,90.0,150.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,55.2
AISI-SAE 4340,90.0,200.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,55.4
AISI-SAE 4340,90.0,250.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,54.5
AISI-SAE 4340,90.0,300.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,50.0
AISI-SAE 4340,90.0,400.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,48.0
AISI-SAE 4340,90.0,500.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,45.0
AISI-SAE 4340,90.0,600.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,37.7
AISI-SAE 4340,90.0,700.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,33.6
AISI-SAE 4340,120.0,426.7,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,47.6
AISI-SAE 4340,120.0,537.8,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,43.9
AISI-SAE 4340,120.0,593.3,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,42.1
AISI-SAE 4340,120.0,648.9,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,37.4
AISI-SAE 4340,300.0,426.7,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,46.9
AISI-SAE 4340,300.0,537.8,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,43.6
AISI-SAE 4340,300.0,593.3,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,40.0
AISI-SAE 4340,300.0,648.9,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,35.6
AISI-SAE 4340,900.0,100.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,55.4
AISI-SAE 4340,900.0,150.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,56.1
AISI-SAE 4340,900.0,200.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,55.2
AISI-SAE 4340,900.0,250.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,52.8
AISI-SAE 4340,900.0,300.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,49.8
AISI-SAE 4340,900.0,400.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,46.0
AISI-SAE 4340,900.0,426.7,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,45.3
AISI-SAE 4340,900.0,500.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,38.1
AISI-SAE 4340,900.0,537.8,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,41.3
AISI-SAE 4340,900.0,593.3,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,39.7
AISI-SAE 4340,900.0,600.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,33.6
AISI-SAE 4340,900.0,648.9,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,34.5
AISI-SAE 4340,900.0,700.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,33.2
AISI-SAE 4340,3600.0,204.4,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,54.9
AISI-SAE 4340,3600.0,250.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,50.5
AISI-SAE 4340,3600.0,260.0,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,52.0
AISI-SAE 4340,3600.0,300.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,48.1
AISI-SAE 4340,3600.0,315.6,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,49.4
AISI-SAE 4340,3600.0,371.1,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,48.7
AISI-SAE 4340,3600.0,400.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,43.8
AISI-SAE 4340,3600.0,426.7,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,45.7
AISI-SAE 4340,3600.0,482.2,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,42.9
AISI-SAE 4340,3600.0,500.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,37.5
AISI-SAE 4340,3600.0,537.8,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,39.8
AISI-SAE 4340,3600.0,593.3,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,37.4
AISI-SAE 4340,3600.0,600.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,31.9
AISI-SAE 4340,3600.0,648.9,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,32.6
AISI-SAE 4340,3600.0,700.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,20.3
AISI-SAE 4340,7200.0,204.4,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,54.5
AISI-SAE 4340,7200.0,315.6,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,49.7
AISI-SAE 4340,7200.0,426.7,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,45.0
AISI-SAE 4340,7200.0,537.8,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,39.2
AISI-SAE 4340,7200.0,648.9,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,25.3
AISI-SAE 4340,9000.0,100.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,55.3
AISI-SAE 4340,9000.0,150.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,52.1
AISI-SAE 4340,9000.0,200.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,50.5
AISI-SAE 4340,9000.0,250.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,47.5
AISI-SAE 4340,9000.0,300.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,45.6
AISI-SAE 4340,9000.0,400.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,41.2
AISI-SAE 4340,9000.0,500.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,35.8
AISI-SAE 4340,9000.0,600.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,23.2
AISI-SAE 4340,9000.0,700.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,15.9
AISI-SAE 4340,14400.0,204.4,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,53.9
AISI-SAE 4340,14400.0,315.6,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,49.3
AISI-SAE 4340,14400.0,426.7,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,44.6
AISI-SAE 4340,14400.0,537.8,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,38.5
AISI-SAE 4340,14400.0,648.9,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,23.6
AISI-SAE 4340,28800.0,204.4,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,53.7
AISI-SAE 4340,28800.0,315.6,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,49.6
AISI-SAE 4340,28800.0,426.7,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,44.3
AISI-SAE 4340,28800.0,537.8,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,38.5
AISI-SAE 4340,28800.0,648.9,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,21.9
AISI-SAE 4340,57600.0,204.4,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,53.3
AISI-SAE 4340,57600.0,315.6,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,49.5
AISI-SAE 4340,57600.0,426.7,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,44.1
AISI-SAE 4340,57600.0,537.8,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,37.9
AISI-SAE 4340,57600.0,648.9,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,19.4
AISI-SAE 4340,86400.0,100.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,54.9
AISI-SAE 4340,86400.0,150.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,51.0
AISI-SAE 4340,86400.0,200.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,46.5
AISI-SAE 4340,86400.0,250.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,45.0
AISI-SAE 4340,86400.0,300.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,44.2
AISI-SAE 4340,86400.0,400.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,37.1
AISI-SAE 4340,86400.0,500.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,34.8
AISI-SAE 4340,86400.0,600.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,21.3
AISI-SAE 4340,86400.0,700.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,13.5
AISI-SAE 4340,115200.0,204.4,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,53.2
AISI-SAE 4340,115200.0,315.6,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,49.3
AISI-SAE 4340,115200.0,426.7,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,44.4
AISI-SAE 4340,115200.0,537.8,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,36.7
AISI-SAE 4340,115200.0,648.9,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,17.7
AISI-SAE 4640,40.0,426.7,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,45.2
AISI-SAE 4640,40.0,537.8,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,39.2
AISI-SAE 4640,40.0,593.3,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,36.7
AISI-SAE 4640,40.0,648.9,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,33.5
AISI-SAE 4640,120.0,426.7,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,43.3
AISI-SAE 4640,120.0,537.8,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,39.0
AISI-SAE 4640,120.0,593.3,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,35.8
AISI-SAE 4640,120.0,648.9,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,32.9
AISI-SAE 4640,300.0,426.7,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,42.5
AISI-SAE 4640,300.0,537.8,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,38.5
AISI-SAE 4640,300.0,593.3,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,34.2
AISI-SAE 4640,300.0,648.9,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,30.7
AISI-SAE 4640,900.0,426.7,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,42.3
AISI-SAE 4640,900.0,537.8,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,37.1
AISI-SAE 4640,900.0,593.3,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,33.9
AISI-SAE 4640,900.0,648.9,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,28.8
AISI-SAE 4640,3600.0,204.4,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,52.1
AISI-SAE 4640,3600.0,260.0,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,49.9
AISI-SAE 4640,3600.0,315.6,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,47.2
AISI-SAE 4640,3600.0,371.1,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,44.3
AISI-SAE 4640,3600.0,426.7,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,40.7
AISI-SAE 4640,3600.0,482.2,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,37.4
AISI-SAE 4640,3600.0,537.8,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,33.6
AISI-SAE 4640,3600.0,593.3,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,31.2
AISI-SAE 4640,3600.0,648.9,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,24.9
AISI-SAE 4640,7200.0,204.4,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,51.8
AISI-SAE 4640,7200.0,315.6,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,46.5
AISI-SAE 4640,7200.0,426.7,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,39.7
AISI-SAE 4640,7200.0,537.8,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,33.0
AISI-SAE 4640,7200.0,648.9,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,21.6
AISI-SAE 4640,14400.0,204.4,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,51.4
AISI-SAE 4640,14400.0,315.6,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,46.2
AISI-SAE 4640,14400.0,426.7,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,39.5
AISI-SAE 4640,14400.0,537.8,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,32.7
AISI-SAE 4640,14400.0,648.9,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,20.9
AISI-SAE 4640,28800.0,204.4,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,51.4
AISI-SAE 4640,28800.0,315.6,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,45.7
AISI-SAE 4640,28800.0,426.7,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,38.9
AISI-SAE 4640,28800.0,537.8,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,32.2
AISI-SAE 4640,28800.0,648.9,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,18.9
AISI-SAE 4640,57600.0,204.4,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,51.1
AISI-SAE 4640,57600.0,315.6,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,45.9
AISI-SAE 4640,57600.0,426.7,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,38.7
AISI-SAE 4640,57600.0,537.8,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,31.6
AISI-SAE 4640,57600.0,648.9,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,17.1
AISI-SAE 4640,115200.0,204.4,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,50.6
AISI-SAE 4640,115200.0,315.6,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,45.4
AISI-SAE 4640,115200.0,426.7,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,38.6
AISI-SAE 4640,115200.0,537.8,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,30.9
AISI-SAE 4640,115200.0,648.9,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,15.9
AISI-SAE 5140,40.0,426.7,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,48.2
AISI-SAE 5140,40.0,537.8,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,42.3
AISI-SAE 5140,40.0,593.3,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,39.7
AISI-SAE 5140,40.0,648.9,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,35.4
AISI-SAE 5140,120.0,426.7,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,47.4
AISI-SAE 5140,120.0,537.8,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,40.4
AISI-SAE 5140,120.0,593.3,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,38.6
AISI-SAE 5140,120.0,648.9,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,34.8
AISI-SAE 5140,300.0,426.7,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,46.5
AISI-SAE 5140,300.0,537.8,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,39.3
AISI-SAE 5140,300.0,593.3,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,36.4
AISI-SAE 5140,300.0,648.9,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,31.9
AISI-SAE 5140,900.0,426.7,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,45.4
AISI-SAE 5140,900.0,537.8,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,38.2
AISI-SAE 5140,900.0,593.3,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,34.2
AISI-SAE 5140,900.0,648.9,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,30.9
AISI-SAE 5140,3600.0,204.4,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,55.1
AISI-SAE 5140,3600.0,260.0,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,51.8
AISI-SAE 5140,3600.0,315.6,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,49.6
AISI-SAE 5140,3600.0,371.1,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,48.3
AISI-SAE 5140,3600.0,426.7,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,44.1
AISI-SAE 5140,3600.0,482.2,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,39.5
AISI-SAE 5140,3600.0,537.8,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,35.1
AISI-SAE 5140,3600.0,593.3,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,31.4
AISI-SAE 5140,3600.0,648.9,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,27.7
AISI-SAE 5140,7200.0,204.4,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,54.4
AISI-SAE 5140,7200.0,315.6,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,49.6
AISI-SAE 5140,7200.0,426.7,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,43.0
AISI-SAE 5140,7200.0,537.8,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,33.2
AISI-SAE 5140,7200.0,648.9,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,29.2
AISI-SAE 5140,14400.0,204.4,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,53.8
AISI-SAE 5140,14400.0,315.6,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,49.3
AISI-SAE 5140,14400.0,426.7,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,42.4
AISI-SAE 5140,14400.0,537.8,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,32.1
AISI-SAE 5140,14400.0,648.9,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,28.4
AISI-SAE 5140,28800.0,204.4,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,53.5
AISI-SAE 5140,28800.0,315.6,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,49.2
AISI-SAE 5140,28800.0,426.7,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,41.5
AISI-SAE 5140,28800.0,537.8,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,31.6
