Steel type,Tempering time (s),Tempering temperature (ºC),C (%wt),Mn (%wt),P (%wt),S (%wt),Si (%wt),Ni (%wt),Cr (%wt),Mo (%wt),V (%wt),Al (%wt),Cu (%wt),Final hardness (HRC) - post tempering,hardness_group,temp_group,time_group
AISI-SAE 4340,900.0,200.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,55.2,55-60 HRC,150-200 C,900.0 s
AISI-SAE 4340,900.0,250.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,52.8,50-55 HRC,200-250 C,900.0 s
AISI-SAE 4340,900.0,300.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,49.8,45-50 HRC,250-300 C,900.0 s
AISI-SAE 4340,900.0,400.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,46.0,45-50 HRC,350-400 C,900.0 s
AISI-SAE 4340,900.0,426.7,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,45.3,45-50 HRC,400-450 C,900.0 s
AISI-SAE 4340,900.0,500.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,38.1,35-40 HRC,450-500 C,900.0 s
AISI-SAE 4340,900.0,537.8,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,41.3,40-45 HRC,500-550 C,900.0 s
AISI-SAE 4340,900.0,593.3,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,39.7,35-40 HRC,550-600 C,900.0 s
AISI-SAE 4340,900.0,600.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,33.6,30-35 HRC,550-600 C,900.0 s
AISI-SAE 4340,900.0,648.9,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,34.5,30-35 HRC,600-650 C,900.0 s
AISI-SAE 4340,900.0,700.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,33.2,30-35 HRC,650-700 C,900.0 s
AISI-SAE 4340,3600.0,204.4,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,54.9,50-55 HRC,200-250 C,3600.0 s
AISI-SAE 4340,3600.0,250.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,50.5,50-55 HRC,200-250 C,3600.0 s
AISI-SAE 4340,3600.0,260.0,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,52.0,50-55 HRC,250-300 C,3600.0 s
AISI-SAE 4340,3600.0,300.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,48.1,45-50 HRC,250-300 C,3600.0 s
AISI-SAE 4340,3600.0,315.6,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,49.4,45-50 HRC,300-350 C,3600.0 s
AISI-SAE 4340,3600.0,371.1,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,48.7,45-50 HRC,350-400 C,3600.0 s
AISI-SAE 4340,3600.0,400.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,43.8,40-45 HRC,350-400 C,3600.0 s
AISI-SAE 4340,3600.0,426.7,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,45.7,45-50 HRC,400-450 C,3600.0 s
AISI-SAE 4340,3600.0,482.2,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,42.9,40-45 HRC,450-500 C,3600.0 s
AISI-SAE 4340,3600.0,500.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,37.5,35-40 HRC,450-500 C,3600.0 s
AISI-SAE 4340,3600.0,537.8,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,39.8,35-40 HRC,500-550 C,3600.0 s
AISI-SAE 4340,3600.0,593.3,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,37.4,35-40 HRC,550-600 C,3600.0 s
AISI-SAE 4340,3600.0,600.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,31.9,30-35 HRC,550-600 C,3600.0 s
AISI-SAE 4340,3600.0,648.9,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,32.6,30-35 HRC,600-650 C,3600.0 s
AISI-SAE 4340,3600.0,700.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,20.3,20-25 HRC,650-700 C,3600.0 s
AISI-SAE 4340,7200.0,204.4,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,54.5,50-55 HRC,200-250 C,7200.0 s
AISI-SAE 4340,7200.0,315.6,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,49.7,45-50 HRC,300-350 C,7200.0 s
AISI-SAE 4340,7200.0,426.7,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,45.0,40-45 HRC,400-450 C,7200.0 s
AISI-SAE 4340,7200.0,537.8,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,39.2,35-40 HRC,500-550 C,7200.0 s
AISI-SAE 4340,7200.0,648.9,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,25.3,25-30 HRC,600-650 C,7200.0 s
AISI-SAE 4340,9000.0,100.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,55.3,55-60 HRC,100-150 C,9000.0 s
AISI-SAE 4340,9000.0,150.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,52.1,50-55 HRC,100-150 C,9000.0 s
AISI-SAE 4340,9000.0,200.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,50.5,50-55 HRC,150-200 C,9000.0 s
AISI-SAE 4340,9000.0,250.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,47.5,45-50 HRC,200-250 C,9000.0 s
AISI-SAE 4340,9000.0,300.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,45.6,45-50 HRC,250-300 C,9000.0 s
AISI-SAE 4340,9000.0,400.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,41.2,40-45 HRC,350-400 C,9000.0 s
AISI-SAE 4340,9000.0,500.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,35.8,35-40 HRC,450-500 C,9000.0 s
AISI-SAE 4340,9000.0,600.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,23.2,20-25 HRC,550-600 C,9000.0 s
AISI-SAE 4340,9000.0,700.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,15.9,15-20 HRC,650-700 C,9000.0 s
AISI-SAE 4340,14400.0,204.4,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,53.9,50-55 HRC,200-250 C,14400.0 s
AISI-SAE 4340,14400.0,315.6,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,49.3,45-50 HRC,300-350 C,14400.0 s
AISI-SAE 4340,14400.0,426.7,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,44.6,40-45 HRC,400-450 C,14400.0 s
AISI-SAE 4340,14400.0,537.8,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,38.5,35-40 HRC,500-550 C,14400.0 s
AISI-SAE 4340,14400.0,648.9,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,23.6,20-25 HRC,600-650 C,14400.0 s
AISI-SAE 4340,28800.0,204.4,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,53.7,50-55 HRC,200-250 C,28800.0 s
AISI-SAE 4340,28800.0,315.6,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,49.6,45-50 HRC,300-350 C,28800.0 s
AISI-SAE 4340,28800.0,426.7,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,44.3,40-45 HRC,400-450 C,28800.0 s
AISI-SAE 4340,28800.0,537.8,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,38.5,35-40 HRC,500-550 C,28800.0 s
AISI-SAE 4340,28800.0,648.9,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,21.9,20-25 HRC,600-650 C,28800.0 s
AISI-SAE 4340,57600.0,204.4,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,53.3,50-55 HRC,200-250 C,57600.0 s
AISI-SAE 4340,57600.0,315.6,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,49.5,45-50 HRC,300-350 C,57600.0 s
AISI-SAE 4340,57600.0,426.7,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,44.1,40-45 HRC,400-450 C,57600.0 s
AISI-SAE 4340,57600.0,537.8,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,37.9,35-40 HRC,500-550 C,57600.0 s
AISI-SAE 4340,57600.0,648.9,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,19.4,15-20 HRC,600-650 C,57600.0 s
AISI-SAE 4340,86400.0,100.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,54.9,50-55 HRC,100-150 C,86400.0 s
AISI-SAE 4340,86400.0,150.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,51.0,50-55 HRC,100-150 C,86400.0 s
AISI-SAE 4340,86400.0,200.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,46.5,45-50 HRC,150-200 C,86400.0 s
AISI-SAE 4340,86400.0,250.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,45.0,40-45 HRC,200-250 C,86400.0 s
AISI-SAE 4340,86400.0,300.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,44.2,40-45 HRC,250-300 C,86400.0 s
AISI-SAE 4340,86400.0,400.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,37.1,35-40 HRC,350-400 C,86400.0 s
AISI-SAE 4340,86400.0,500.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,34.8,30-35 HRC,450-500 C,86400.0 s
AISI-SAE 4340,86400.0,600.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,21.3,20-25 HRC,550-600 C,86400.0 s
AISI-SAE 4340,86400.0,700.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,13.5,10-15 HRC,650-700 C,86400.0 s
AISI-SAE 4340,115200.0,204.4,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,53.2,50-55 HRC,200-250 C,115200.0 s
AISI-SAE 4340,115200.0,315.6,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,49.3,45-50 HRC,300-350 C,115200.0 s
AISI-SAE 4340,115200.0,426.7,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,44.4,40-45 HRC,400-450 C,115200.0 s
AISI-SAE 4340,115200.0,537.8,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,36.7,35-40 HRC,500-550 C,115200.0 s
AISI-SAE 4340,115200.0,648.9,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,17.7,15-20 HRC,600-650 C,115200.0 s
AISI-SAE 4640,40.0,426.7,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,45.2,45-50 HRC,400-450 C,40.0 s
AISI-SAE 4640,40.0,537.8,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,39.2,35-40 HRC,500-550 C,40.0 s
AISI-SAE 4640,40.0,593.3,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,36.7,35-40 HRC,550-600 C,40.0 s
AISI-SAE 4640,40.0,648.9,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,33.5,30-35 HRC,600-650 C,40.0 s
AISI-SAE 4640,120.0,426.7,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,43.3,40-45 HRC,400-450 C,120.0 s
AISI-SAE 4640,120.0,537.8,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,39.0,35-40 HRC,500-550 C,120.0 s
AISI-SAE 4640,120.0,593.3,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,35.8,35-40 HRC,550-600 C,120.0 s
AISI-SAE 4640,120.0,648.9,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,32.9,30-35 HRC,600-650 C,120.0 s
AISI-SAE 4640,300.0,426.7,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,42.5,40-45 HRC,400-450 C,300.0 s
AISI-SAE 4640,300.0,537.8,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,38.5,35-40 HRC,500-550 C,300.0 s
AISI-SAE 4640,300.0,593.3,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,34.2,30-35 HRC,550-600 C,300.0 s
AISI-SAE 4640,300.0,648.9,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,30.7,30-35 HRC,600-650 C,300.0 s
AISI-SAE 4640,900.0,426.7,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,42.3,40-45 HRC,400-450 C,900.0 s
AISI-SAE 4640,900.0,537.8,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,37.1,35-40 HRC,500-550 C,900.0 s
AISI-SAE 4640,900.0,593.3,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,33.9,30-35 HRC,550-600 C,900.0 s
AISI-SAE 4640,900.0,648.9,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,28.8,25-30 HRC,600-650 C,900.0 s
AISI-SAE 4640,3600.0,204.4,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,52.1,50-55 HRC,200-250 C,3600.0 s
AISI-SAE 4640,3600.0,260.0,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,49.9,45-50 HRC,250-300 C,3600.0 s
AISI-SAE 4640,3600.0,315.6,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,47.2,45-50 HRC,300-350 C,3600.0 s
AISI-SAE 4640,3600.0,371.1,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,44.3,40-45 HRC,350-400 C,3600.0 s
AISI-SAE 4640,3600.0,426.7,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,40.7,40-45 HRC,400-450 C,3600.0 s
AISI-SAE 4640,3600.0,482.2,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,37.4,35-40 HRC,450-500 C,3600.0 s
AISI-SAE 4640,3600.0,537.8,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,33.6,30-35 HRC,500-550 C,3600.0 s
AISI-SAE 4640,3600.0,593.3,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,31.2,30-35 HRC,550-600 C,3600.0 s
AISI-SAE 4640,3600.0,648.9,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,24.9,20-25 HRC,600-650 C,3600.0 s
AISI-SAE 4640,7200.0,204.4,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,51.8,50-55 HRC,200-250 C,7200.0 s
AISI-SAE 4640,7200.0,315.6,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,46.5,45-50 HRC,300-350 C,7200.0 s
AISI-SAE 4640,7200.0,426.7,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,39.7,35-40 HRC,400-450 C,7200.0 s
AISI-SAE 4640,7200.0,537.8,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,33.0,30-35 HRC,500-550 C,7200.0 s
AISI-SAE 4640,7200.0,648.9,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,21.6,20-25 HRC,600-650 C,7200.0 s
AISI-SAE 4640,14400.0,204.4,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,51.4,50-55 HRC,200-250 C,14400.0 s
AISI-SAE 4640,14400.0,315.6,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,46.2,45-50 HRC,300-350 C,14400.0 s
AISI-SAE 4640,14400.0,426.7,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,39.5,35-40 HRC,400-450 C,14400.0 s
AISI-SAE 4640,14400.0,537.8,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,32.7,30-35 HRC,500-550 C,14400.0 s
AISI-SAE 4640,14400.0,648.9,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,20.9,20-25 HRC,600-650 C,14400.0 s
AISI-SAE 4640,28800.0,204.4,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,51.4,50-55 HRC,200-250 C,28800.0 s
AISI-SAE 4640,28800.0,315.6,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,45.7,45-50 HRC,300-350 C,28800.0 s
AISI-SAE 4640,28800.0,426.7,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,38.9,35-40 HRC,400-450 C,28800.0 s
AISI-SAE 4640,28800.0,537.8,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,32.2,30-35 HRC,500-550 C,28800.0 s
AISI-SAE 4640,28800.0,648.9,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,18.9,15-20 HRC,600-650 C,28800.0 s
AISI-SAE 4640,57600.0,204.4,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,51.1,50-55 HRC,200-250 C,57600.0 s
AISI-SAE 4640,57600.0,315.6,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,45.9,45-50 HRC,300-350 C,57600.0 s
AISI-SAE 4640,57600.0,426.7,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,38.7,35-40 HRC,400-450 C,57600.0 s
AISI-SAE 4640,57600.0,537.8,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,31.6,30-35 HRC,500-550 C,57600.0 s
AISI-SAE 4640,57600.0,648.9,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,17.1,15-20 HRC,600-650 C,57600.0 s
AISI-SAE 4640,115200.0,204.4,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,50.6,50-55 HRC,200-250 C,115200.0 s
AISI-SAE 4640,115200.0,315.6,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,45.4,45-50 HRC,300-350 C,115200.0 s
AISI-SAE 4640,115200.0,426.7,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,38.6,35-40 HRC,400-450 C,115200.0 s
AISI-SAE 4640,115200.0,537.8,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,30.9,30-35 HRC,500-550 C,115200.0 s
AISI-SAE 4640,115200.0,648.9,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0.0,0.0,0.0,15.9,15-20 HRC,600-650 C,115200.0 s
AISI-SAE 5140,40.0,426.7,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,48.2,45-50 HRC,400-450 C,40.0 s
AISI-SAE 5140,40.0,537.8,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,42.3,40-45 HRC,500-550 C,40.0 s
AISI-SAE 5140,40.0,593.3,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,39.7,35-40 HRC,550-600 C,40.0 s
AISI-SAE 5140,40.0,648.9,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,35.4,35-40 HRC,600-650 C,40.0 s
AISI-SAE 5140,120.0,426.7,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,47.4,45-50 HRC,400-450 C,120.0 s
AISI-SAE 5140,120.0,537.8,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,40.4,40-45 HRC,500-550 C,120.0 s
AISI-SAE 5140,120.0,593.3,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,38.6,35-40 HRC,550-600 C,120.0 s
AISI-SAE 5140,120.0,648.9,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,34.8,30-35 HRC,600-650 C,120.0 s
AISI-SAE 5140,300.0,426.7,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,46.5,45-50 HRC,400-450 C,300.0 s
AISI-SAE 5140,300.0,537.8,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,39.3,35-40 HRC,500-550 C,300.0 s
AISI-SAE 5140,300.0,593.3,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,36.4,35-40 HRC,550-600 C,300.0 s
AISI-SAE 5140,300.0,648.9,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,31.9,30-35 HRC,600-650 C,300.0 s
AISI-SAE 5140,900.0,426.7,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,45.4,45-50 HRC,400-450 C,900.0 s
AISI-SAE 5140,900.0,537.8,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,38.2,35-40 HRC,500-550 C,900.0 s
AISI-SAE 5140,900.0,593.3,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,34.2,30-35 HRC,550-600 C,900.0 s
AISI-SAE 5140,900.0,648.9,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,30.9,30-35 HRC,600-650 C,900.0 s
AISI-SAE 5140,3600.0,204.4,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,55.1,55-60 HRC,200-250 C,3600.0 s
AISI-SAE 5140,3600.0,260.0,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,51.8,50-55 HRC,250-300 C,3600.0 s
AISI-SAE 5140,3600.0,315.6,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,49.6,45-50 HRC,300-350 C,3600.0 s
AISI-SAE 5140,3600.0,371.1,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,48.3,45-50 HRC,350-400 C,3600.0 s
AISI-SAE 5140,3600.0,426.7,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,44.1,40-45 HRC,400-450 C,3600.0 s
AISI-SAE 5140,3600.0,482.2,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,39.5,35-40 HRC,450-500 C,3600.0 s
AISI-SAE 5140,3600.0,537.8,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,35.1,35-40 HRC,500-550 C,3600.0 s
AISI-SAE 5140,3600.0,593.3,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,31.4,30-35 HRC,550-600 C,3600.0 s
AISI-SAE 5140,3600.0,648.9,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,27.7,25-30 HRC,600-650 C,3600.0 s
AISI-SAE 5140,7200.0,204.4,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,54.4,50-55 HRC,200-250 C,7200.0 s
AISI-SAE 5140,7200.0,315.6,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,49.6,45-50 HRC,300-350 C,7200.0 s
AISI-SAE 5140,7200.0,426.7,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,43.0,40-45 HRC,400-450 C,7200.0 s
AISI-SAE 5140,7200.0,537.8,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,33.2,30-35 HRC,500-550 C,7200.0 s
AISI-SAE 5140,7200.0,648.9,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,29.2,25-30 HRC,600-650 C,7200.0 s
AISI-SAE 5140,14400.0,204.4,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,53.8,50-55 HRC,200-250 C,14400.0 s
AISI-SAE 5140,14400.0,315.6,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,49.3,45-50 HRC,300-350 C,14400.0 s
AISI-SAE 5140,14400.0,426.7,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,42.4,40-45 HRC,400-450 C,14400.0 s
AISI-SAE 5140,14400.0,537.8,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,32.1,30-35 HRC,500-550 C,14400.0 s
AISI-SAE 5140,14400.0,648.9,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,28.4,25-30 HRC,600-650 C,14400.0 s
AISI-SAE 5140,28800.0,204.4,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,53.5,50-55 HRC,200-250 C,28800.0 s
AISI-SAE 5140,28800.0,315.6,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,49.2,45-50 HRC,300-350 C,28800.0 s
