Steel type,Tempering time (s),Tempering temperature (ºC),C (%wt),Mn (%wt),P (%wt),S (%wt),Si (%wt),Ni (%wt),Cr (%wt),Mo (%wt),V (%wt),Al (%wt),Cu (%wt),Final hardness (HRC) - post tempering,hardness_group,temp_group,time_group
AISI-SAE 3140,3600.0,537.8,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,31.4,30-35 HRC,500-550 C,3600.0 s
AISI-SAE 3140,3600.0,593.3,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,27.8,25-30 HRC,550-600 C,3600.0 s
AISI-SAE 3140,3600.0,648.9,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,24.7,20-25 HRC,600-650 C,3600.0 s
AISI-SAE 3140,7200.0,204.4,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,52.0,50-55 HRC,200-250 C,7200.0 s
AISI-SAE 3140,7200.0,315.6,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,46.6,45-50 HRC,300-350 C,7200.0 s
AISI-SAE 3140,7200.0,426.7,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,38.8,35-40 HRC,400-450 C,7200.0 s
AISI-SAE 3140,7200.0,537.8,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,29.9,25-30 HRC,500-550 C,7200.0 s
AISI-SAE 3140,7200.0,648.9,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,22.1,20-25 HRC,600-650 C,7200.0 s
AISI-SAE 3140,14400.0,204.4,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,51.5,50-55 HRC,200-250 C,14400.0 s
AISI-SAE 3140,14400.0,315.6,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,46.9,45-50 HRC,300-350 C,14400.0 s
AISI-SAE 3140,14400.0,426.7,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,38.5,35-40 HRC,400-450 C,14400.0 s
AISI-SAE 3140,14400.0,537.8,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,28.4,25-30 HRC,500-550 C,14400.0 s
AISI-SAE 3140,14400.0,648.9,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,20.7,20-25 HRC,600-650 C,14400.0 s
AISI-SAE 3140,28800.0,204.4,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,50.5,50-55 HRC,200-250 C,28800.0 s
AISI-SAE 3140,28800.0,315.6,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,46.2,45-50 HRC,300-350 C,28800.0 s
AISI-SAE 3140,28800.0,426.7,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,37.5,35-40 HRC,400-450 C,28800.0 s
AISI-SAE 3140,28800.0,537.8,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,27.4,25-30 HRC,500-550 C,28800.0 s
AISI-SAE 3140,28800.0,648.9,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,18.7,15-20 HRC,600-650 C,28800.0 s
AISI-SAE 3140,57600.0,204.4,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,50.4,50-55 HRC,200-250 C,57600.0 s
AISI-SAE 3140,57600.0,315.6,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,46.5,45-50 HRC,300-350 C,57600.0 s
AISI-SAE 3140,57600.0,426.7,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,37.2,35-40 HRC,400-450 C,57600.0 s
AISI-SAE 3140,57600.0,537.8,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,26.4,25-30 HRC,500-550 C,57600.0 s
AISI-SAE 3140,57600.0,648.9,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,16.1,15-20 HRC,600-650 C,57600.0 s
AISI-SAE 3140,115200.0,204.4,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,50.7,50-55 HRC,200-250 C,115200.0 s
AISI-SAE 3140,115200.0,315.6,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,46.3,45-50 HRC,300-350 C,115200.0 s
AISI-SAE 3140,115200.0,426.7,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,36.3,35-40 HRC,400-450 C,115200.0 s
AISI-SAE 3140,115200.0,537.8,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,25.2,25-30 HRC,500-550 C,115200.0 s
AISI-SAE 3140,115200.0,648.9,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0.0,0.0,0.0,0.0,14.6,10-15 HRC,600-650 C,115200.0 s
AISI-SAE 4027,600.0,204.4,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,50.3,50-55 HRC,200-250 C,600.0 s
AISI-SAE 4027,600.0,260.0,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,46.4,45-50 HRC,250-300 C,600.0 s
AISI-SAE 4027,600.0,315.6,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,43.0,40-45 HRC,300-350 C,600.0 s
AISI-SAE 4027,600.0,371.1,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,40.7,40-45 HRC,350-400 C,600.0 s
AISI-SAE 4027,600.0,426.7,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,38.0,35-40 HRC,400-450 C,600.0 s
AISI-SAE 4027,600.0,482.2,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,34.8,30-35 HRC,450-500 C,600.0 s
AISI-SAE 4027,600.0,537.8,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,31.5,30-35 HRC,500-550 C,600.0 s
AISI-SAE 4027,600.0,593.3,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,28.6,25-30 HRC,550-600 C,600.0 s
AISI-SAE 4027,600.0,648.9,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,25.0,20-25 HRC,600-650 C,600.0 s
AISI-SAE 4027,600.0,704.4,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,20.5,20-25 HRC,700-750 C,600.0 s
AISI-SAE 4027,3600.0,204.4,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,49.0,45-50 HRC,200-250 C,3600.0 s
AISI-SAE 4027,3600.0,260.0,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,45.5,45-50 HRC,250-300 C,3600.0 s
AISI-SAE 4027,3600.0,315.6,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,42.5,40-45 HRC,300-350 C,3600.0 s
AISI-SAE 4027,3600.0,371.1,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,39.7,35-40 HRC,350-400 C,3600.0 s
AISI-SAE 4027,3600.0,426.7,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,35.9,35-40 HRC,400-450 C,3600.0 s
AISI-SAE 4027,3600.0,482.2,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,32.5,30-35 HRC,450-500 C,3600.0 s
AISI-SAE 4027,3600.0,537.8,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,29.7,25-30 HRC,500-550 C,3600.0 s
AISI-SAE 4027,3600.0,593.3,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,27.0,25-30 HRC,550-600 C,3600.0 s
AISI-SAE 4027,3600.0,648.9,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,22.0,20-25 HRC,600-650 C,3600.0 s
AISI-SAE 4027,3600.0,704.4,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,15.5,15-20 HRC,700-750 C,3600.0 s
AISI-SAE 4027,14400.0,204.4,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,47.4,45-50 HRC,200-250 C,14400.0 s
AISI-SAE 4027,14400.0,260.0,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,45.0,40-45 HRC,250-300 C,14400.0 s
AISI-SAE 4027,14400.0,315.6,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,41.5,40-45 HRC,300-350 C,14400.0 s
AISI-SAE 4027,14400.0,371.1,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,38.7,35-40 HRC,350-400 C,14400.0 s
AISI-SAE 4027,14400.0,426.7,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,35.0,30-35 HRC,400-450 C,14400.0 s
AISI-SAE 4027,14400.0,482.2,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,32.0,30-35 HRC,450-500 C,14400.0 s
AISI-SAE 4027,14400.0,537.8,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,29.1,25-30 HRC,500-550 C,14400.0 s
AISI-SAE 4027,14400.0,593.3,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,25.0,20-25 HRC,550-600 C,14400.0 s
AISI-SAE 4027,14400.0,648.9,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,19.0,15-20 HRC,600-650 C,14400.0 s
AISI-SAE 4027,14400.0,704.4,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,12.0,10-15 HRC,700-750 C,14400.0 s
AISI-SAE 4027,86400.0,204.4,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,46.0,45-50 HRC,200-250 C,86400.0 s
AISI-SAE 4027,86400.0,260.0,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,44.2,40-45 HRC,250-300 C,86400.0 s
AISI-SAE 4027,86400.0,315.6,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,40.7,40-45 HRC,300-350 C,86400.0 s
AISI-SAE 4027,86400.0,371.1,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,37.5,35-40 HRC,350-400 C,86400.0 s
AISI-SAE 4027,86400.0,426.7,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,34.1,30-35 HRC,400-450 C,86400.0 s
AISI-SAE 4027,86400.0,482.2,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,31.0,30-35 HRC,450-500 C,86400.0 s
AISI-SAE 4027,86400.0,537.8,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,28.1,25-30 HRC,500-550 C,86400.0 s
AISI-SAE 4027,86400.0,593.3,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,23.0,20-25 HRC,550-600 C,86400.0 s
AISI-SAE 4027,86400.0,648.9,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,15.5,15-20 HRC,600-650 C,86400.0 s
AISI-SAE 4027,86400.0,704.4,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,6.0,5-10 HRC,700-750 C,86400.0 s
AISI-SAE 4037,600.0,204.4,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,52.6,50-55 HRC,200-250 C,600.0 s
AISI-SAE 4037,600.0,260.0,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,51.0,50-55 HRC,250-300 C,600.0 s
AISI-SAE 4037,600.0,315.6,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,47.6,45-50 HRC,300-350 C,600.0 s
AISI-SAE 4037,600.0,371.1,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,45.0,40-45 HRC,350-400 C,600.0 s
AISI-SAE 4037,600.0,426.7,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,42.0,40-45 HRC,400-450 C,600.0 s
AISI-SAE 4037,600.0,482.2,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,38.5,35-40 HRC,450-500 C,600.0 s
AISI-SAE 4037,600.0,537.8,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,35.6,35-40 HRC,500-550 C,600.0 s
AISI-SAE 4037,600.0,593.3,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,32.7,30-35 HRC,550-600 C,600.0 s
AISI-SAE 4037,600.0,648.9,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,28.5,25-30 HRC,600-650 C,600.0 s
AISI-SAE 4037,600.0,704.4,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,23.0,20-25 HRC,700-750 C,600.0 s
AISI-SAE 4037,3600.0,204.4,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,51.6,50-55 HRC,200-250 C,3600.0 s
AISI-SAE 4037,3600.0,260.0,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,49.0,45-50 HRC,250-300 C,3600.0 s
AISI-SAE 4037,3600.0,315.6,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,47.0,45-50 HRC,300-350 C,3600.0 s
AISI-SAE 4037,3600.0,371.1,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,43.9,40-45 HRC,350-400 C,3600.0 s
AISI-SAE 4037,3600.0,426.7,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,40.5,40-45 HRC,400-450 C,3600.0 s
AISI-SAE 4037,3600.0,482.2,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,37.0,35-40 HRC,450-500 C,3600.0 s
AISI-SAE 4037,3600.0,537.8,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,34.0,30-35 HRC,500-550 C,3600.0 s
AISI-SAE 4037,3600.0,593.3,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,31.0,30-35 HRC,550-600 C,3600.0 s
AISI-SAE 4037,3600.0,648.9,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,25.0,20-25 HRC,600-650 C,3600.0 s
AISI-SAE 4037,3600.0,704.4,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,18.0,15-20 HRC,700-750 C,3600.0 s
AISI-SAE 4037,14400.0,204.4,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,51.5,50-55 HRC,200-250 C,14400.0 s
AISI-SAE 4037,14400.0,260.0,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,48.1,45-50 HRC,250-300 C,14400.0 s
AISI-SAE 4037,14400.0,315.6,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,45.7,45-50 HRC,300-350 C,14400.0 s
AISI-SAE 4037,14400.0,371.1,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,42.9,40-45 HRC,350-400 C,14400.0 s
AISI-SAE 4037,14400.0,426.7,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,39.5,35-40 HRC,400-450 C,14400.0 s
AISI-SAE 4037,14400.0,482.2,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,36.1,35-40 HRC,450-500 C,14400.0 s
AISI-SAE 4037,14400.0,537.8,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,32.5,30-35 HRC,500-550 C,14400.0 s
AISI-SAE 4037,14400.0,593.3,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,29.5,25-30 HRC,550-600 C,14400.0 s
AISI-SAE 4037,14400.0,648.9,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,22.2,20-25 HRC,600-650 C,14400.0 s
AISI-SAE 4037,14400.0,704.4,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,13.5,10-15 HRC,700-750 C,14400.0 s
AISI-SAE 4037,86400.0,204.4,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,50.7,50-55 HRC,200-250 C,86400.0 s
AISI-SAE 4037,86400.0,260.0,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,47.7,45-50 HRC,250-300 C,86400.0 s
AISI-SAE 4037,86400.0,315.6,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,45.2,45-50 HRC,300-350 C,86400.0 s
AISI-SAE 4037,86400.0,371.1,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,41.5,40-45 HRC,350-400 C,86400.0 s
AISI-SAE 4037,86400.0,426.7,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,38.5,35-40 HRC,400-450 C,86400.0 s
AISI-SAE 4037,86400.0,482.2,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,35.0,30-35 HRC,450-500 C,86400.0 s
AISI-SAE 4037,86400.0,537.8,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,31.5,30-35 HRC,500-550 C,86400.0 s
AISI-SAE 4037,86400.0,593.3,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,26.0,25-30 HRC,550-600 C,86400.0 s
AISI-SAE 4037,86400.0,648.9,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,17.2,15-20 HRC,600-650 C,86400.0 s
AISI-SAE 4037,86400.0,704.4,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,9.5,5-10 HRC,700-750 C,86400.0 s
AISI-SAE 4047,600.0,204.4,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,57.5,55-60 HRC,200-250 C,600.0 s
AISI-SAE 4047,600.0,260.0,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,53.9,50-55 HRC,250-300 C,600.0 s
AISI-SAE 4047,600.0,315.6,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,50.7,50-55 HRC,300-350 C,600.0 s
AISI-SAE 4047,600.0,371.1,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,48.0,45-50 HRC,350-400 C,600.0 s
AISI-SAE 4047,600.0,426.7,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,45.0,40-45 HRC,400-450 C,600.0 s
AISI-SAE 4047,600.0,482.2,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,41.6,40-45 HRC,450-500 C,600.0 s
AISI-SAE 4047,600.0,537.8,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,39.0,35-40 HRC,500-550 C,600.0 s
AISI-SAE 4047,600.0,593.3,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,34.6,30-35 HRC,550-600 C,600.0 s
AISI-SAE 4047,600.0,648.9,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,29.5,25-30 HRC,600-650 C,600.0 s
AISI-SAE 4047,600.0,704.4,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,25.0,20-25 HRC,700-750 C,600.0 s
AISI-SAE 4047,3600.0,204.4,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,55.5,55-60 HRC,200-250 C,3600.0 s
AISI-SAE 4047,3600.0,260.0,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,51.5,50-55 HRC,250-300 C,3600.0 s
AISI-SAE 4047,3600.0,315.6,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,49.5,45-50 HRC,300-350 C,3600.0 s
AISI-SAE 4047,3600.0,371.1,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,46.5,45-50 HRC,350-400 C,3600.0 s
AISI-SAE 4047,3600.0,426.7,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,43.2,40-45 HRC,400-450 C,3600.0 s
AISI-SAE 4047,3600.0,482.2,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,40.0,35-40 HRC,450-500 C,3600.0 s
AISI-SAE 4047,3600.0,537.8,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,36.5,35-40 HRC,500-550 C,3600.0 s
AISI-SAE 4047,3600.0,593.3,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,33.0,30-35 HRC,550-600 C,3600.0 s
AISI-SAE 4047,3600.0,648.9,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,26.2,25-30 HRC,600-650 C,3600.0 s
AISI-SAE 4047,3600.0,704.4,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,19.5,15-20 HRC,700-750 C,3600.0 s
AISI-SAE 4047,14400.0,204.4,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,55.0,50-55 HRC,200-250 C,14400.0 s
AISI-SAE 4047,14400.0,260.0,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,50.9,50-55 HRC,250-300 C,14400.0 s
AISI-SAE 4047,14400.0,315.6,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,48.0,45-50 HRC,300-350 C,14400.0 s
AISI-SAE 4047,14400.0,371.1,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,46.0,45-50 HRC,350-400 C,14400.0 s
AISI-SAE 4047,14400.0,426.7,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,42.5,40-45 HRC,400-450 C,14400.0 s
AISI-SAE 4047,14400.0,482.2,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,39.0,35-40 HRC,450-500 C,14400.0 s
AISI-SAE 4047,14400.0,537.8,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,35.5,35-40 HRC,500-550 C,14400.0 s
AISI-SAE 4047,14400.0,593.3,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,31.0,30-35 HRC,550-600 C,14400.0 s
AISI-SAE 4047,14400.0,648.9,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,22.5,20-25 HRC,600-650 C,14400.0 s
AISI-SAE 4047,14400.0,704.4,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,14.0,10-15 HRC,700-750 C,14400.0 s
AISI-SAE 4047,86400.0,204.4,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,53.5,50-55 HRC,200-250 C,86400.0 s
AISI-SAE 4047,86400.0,260.0,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,50.2,50-55 HRC,250-300 C,86400.0 s
AISI-SAE 4047,86400.0,315.6,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,47.5,45-50 HRC,300-350 C,86400.0 s
AISI-SAE 4047,86400.0,371.1,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,44.5,40-45 HRC,350-400 C,86400.0 s
AISI-SAE 4047,86400.0,426.7,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,41.5,40-45 HRC,400-450 C,86400.0 s
AISI-SAE 4047,86400.0,482.2,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,38.0,35-40 HRC,450-500 C,86400.0 s
AISI-SAE 4047,86400.0,537.8,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,34.4,30-35 HRC,500-550 C,86400.0 s
AISI-SAE 4047,86400.0,593.3,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,27.5,25-30 HRC,550-600 C,86400.0 s
AISI-SAE 4047,86400.0,648.9,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,16.5,15-20 HRC,600-650 C,86400.0 s
AISI-SAE 4047,86400.0,704.4,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,7.0,5-10 HRC,700-750 C,86400.0 s
AISI-SAE 4068,600.0,204.4,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,61.5,60-65 HRC,200-250 C,600.0 s
AISI-SAE 4068,600.0,260.0,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,58.5,55-60 HRC,250-300 C,600.0 s
AISI-SAE 4068,600.0,315.6,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,55.0,50-55 HRC,300-350 C,600.0 s
AISI-SAE 4068,600.0,371.1,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,52.0,50-55 HRC,350-400 C,600.0 s
AISI-SAE 4068,600.0,426.7,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,49.0,45-50 HRC,400-450 C,600.0 s
AISI-SAE 4068,600.0,482.2,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,44.9,40-45 HRC,450-500 C,600.0 s
AISI-SAE 4068,600.0,537.8,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,41.6,40-45 HRC,500-550 C,600.0 s
AISI-SAE 4068,600.0,593.3,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,37.5,35-40 HRC,550-600 C,600.0 s
